60;245;36994
59;243;369943
59;244;110983
59;245;36994
59;246;36994
58;241;147977
58;242;184972
58;243;73989
58;244;628903
58;245;540795
58;246;110983
58;247;147977
58;248;36994
57;241;147977
57;242;443932
57;243;147977
57;244;258960
57;245;221966
57;246;258960
57;247;258960
57;248;332949
57;249;36994
56;241;110983
56;242;591909
56;243;147977
56;244;258960
56;245;221966
56;246;221966
56;247;221966
56;248;443932
56;249;443932
55;241;258960
55;242;895398
55;243;295955
55;244;147977
55;245;221966
55;246;147977
55;247;221966
55;248;221966
55;249;1842517
55;250;260870
55;251;110983
54;241;36994
54;243;221966
54;244;258960
54;245;332949
54;246;110983
54;247;147977
54;248;184972
54;249;110983
54;250;147977
54;251;110983
53;244;147977
53;245;591909
53;246;517920
53;247;437756
53;248;296554
53;249;184972
53;250;73989
53;251;36994
53;252;36994
52;246;147977
52;248;110983
52;249;221966
52;250;110983
52;251;36994
51;250;73989
50;199;77200
50;200;115801
49;199;999097
49;200;452037
48;199;938062
48;200;392876
47;199;197728
47;200;77200
70;182;55802
67;181;55802
67;184;111604
67;185;167406
67;186;55802
66;185;223208
66;186;55802
65;185;55802
65;189;55802
64;187;55802
63;179;55802
63;180;55802
63;181;111604
63;188;55802
62;171;55802
62;179;837028
62;181;167406
62;182;279009
61;180;223208
61;186;55802
61;189;111604
60;178;167406
60;179;55802
60;180;390613
60;186;55802
59;176;55802
59;177;55802
58;177;512721
58;185;55802
58;186;55802
57;177;55802
57;178;55802
57;179;55802
57;180;167406
57;181;55802
57;183;269151
57;184;111604
57;185;111604
56;178;55802
56;179;111604
56;180;167406
56;181;390613
56;182;299690
56;185;167406
56;186;415197
56;187;55802
55;178;479189
55;179;223208
55;180;370979
55;181;111604
55;182;111604
55;183;428832
55;184;223208
55;185;536583
55;186;111604
55;187;167406
55;188;55802
54;178;444639
54;179;1279690
54;180;855187
54;181;502217
54;182;385186
54;183;334811
54;184;597178
54;185;454890
54;186;764662
54;187;484717
54;188;289797
53;180;167406
53;181;482710
53;182;752525
53;183;2570209
53;184;946706
53;185;1176654
53;186;1317754
53;187;1256095
53;188;223208
47;181;55300
107;191;10798
107;193;10798
107;194;10798
107;195;53990
107;196;10798
107;198;53990
107;199;64788
107;200;64788
107;203;10798
106;191;10798
106;192;21596
106;193;53990
106;194;97182
106;195;97182
106;196;10798
106;197;32394
106;198;21596
106;199;43192
106;200;32394
105;191;21596
105;192;208333
105;193;53990
105;194;21596
105;195;43192
105;196;10798
105;197;10798
105;198;21596
105;199;21596
105;200;32394
105;201;21596
104;192;32394
104;193;204831
104;194;53990
104;195;53990
104;196;53990
104;198;21596
104;199;43192
104;200;21596
104;201;75586
103;192;21596
103;193;64788
103;194;53990
103;195;64788
103;196;75586
103;197;43192
103;198;151172
103;199;97182
103;200;10798
103;201;75586
102;193;506125
102;194;75586
102;195;408945
102;196;107980
102;197;129576
102;198;64788
102;199;53990
102;200;86384
102;201;10798
102;202;53990
102;203;10798
101;193;32394
101;194;64788
101;195;43192
101;196;86384
101;197;97182
101;198;97182
101;199;129576
101;200;161970
101;201;32394
101;202;129576
101;203;97182
100;193;43192
100;194;53990
100;195;118778
100;196;21596
100;197;43192
100;198;97182
100;199;43192
100;200;10798
100;201;86384
100;202;43192
99;193;75586
99;194;151172
99;195;53990
99;196;118778
99;197;53990
99;198;140374
99;199;32394
99;200;10798
99;201;53990
98;193;1694286
98;194;107980
98;195;107980
98;196;32394
98;197;43192
98;198;64788
98;199;53990
98;200;75586
98;201;43192
97;192;21596
97;193;32394
97;194;43192
97;195;75586
97;196;32394
97;197;10798
97;199;32394
97;200;97182
97;201;129576
96;192;32394
96;193;10798
96;194;75586
96;195;97182
96;196;21596
95;192;92225
95;194;10798
95;195;10798
94;192;10798
72;118;65000
51;225;32558
51;226;32558
51;228;336862
50;224;32558
50;225;220567
50;226;273022
50;227;255041
50;228;345268
50;229;173219
49;225;91398
49;226;808853
49;227;571687
49;228;472629
49;229;2537959
49;230;208544
48;225;135979
48;226;127467
48;227;91398
48;228;291110
48;229;99803
144;111;11000
144;112;11000
143;111;5500
143;112;5500
141;107;5500
141;108;5500
141;109;5500
141;110;11000
140;107;5500
140;110;5500
140;111;11000
139;107;5500
139;108;11000
139;109;5500
139;111;16501
139;112;11000
138;108;16501
138;109;11000
138;112;5500
138;113;5500
137;108;11000
137;109;5500
137;112;11000
137;113;27501
137;114;22001
136;108;11000
136;109;16501
136;111;22001
136;112;11000
135;108;16501
135;109;11000
135;110;22001
135;111;33001
135;112;149464
135;113;5500
134;108;11000
134;109;16501
134;111;5500
134;112;11000
134;113;22001
134;114;11000
133;108;16501
133;109;33001
133;110;11000
133;112;5500
133;113;11000
133;114;118001
132;108;33001
132;109;5500
132;110;16501
132;111;5500
132;114;16501
132;115;22001
132;116;22001
131;108;97419
131;109;33001
131;110;22001
131;111;11000
131;113;11000
131;114;22001
131;116;16501
131;117;5500
130;108;27501
130;109;44001
130;110;11000
130;111;11000
130;112;11000
130;113;11000
130;114;22001
130;115;44001
130;116;27501
130;117;44001
129;108;11000
129;109;11000
129;110;5500
129;111;11000
129;112;27501
129;113;11000
129;114;33001
129;117;16501
128;109;22001
128;110;33001
128;111;146870
128;112;22001
128;113;11000
128;114;5500
128;115;22001
128;116;44001
128;117;425346
128;118;49502
128;119;66002
128;120;44001
128;121;94433
128;122;22001
127;109;16501
127;110;5500
127;111;5500
127;112;11000
127;113;5500
127;114;11000
127;115;44001
127;116;546377
127;117;104503
127;118;66002
127;119;38501
127;120;139547
127;121;66002
127;122;553846
127;123;11000
126;110;5500
126;111;16501
126;112;16501
126;113;22001
126;114;66002
126;115;82503
126;116;82503
126;117;66002
126;118;470518
126;119;137605
126;120;77003
126;121;27501
126;122;55002
126;123;22001
125;110;16501
125;112;27501
125;113;16501
125;114;38501
125;115;88003
125;116;77003
125;117;77003
125;118;148505
125;119;132004
125;120;143005
125;121;193631
125;122;93503
124;111;38501
124;112;38501
124;114;16501
124;115;60502
124;116;77003
124;117;77003
124;118;137504
124;119;143005
124;120;312612
124;121;8577121
124;122;681079
123;110;71502
123;111;157634
123;112;27501
123;113;173408
123;114;88003
123;115;242630
123;116;88003
123;117;104503
123;118;176006
123;119;333019
123;120;115504
123;121;89331
122;110;27501
122;111;739336
122;113;22001
122;114;439961
122;115;93503
122;116;229774
122;117;104503
122;118;143005
122;119;1327535
122;120;77003
122;121;115504
121;109;11000
121;110;22001
121;111;282727
121;112;22001
121;113;27501
121;114;60502
121;115;1244064
121;116;55002
121;117;133971
121;118;231645
121;119;655891
121;120;55002
121;121;157342
120;109;5500
120;110;22001
120;111;49502
120;112;5500
120;113;38501
120;114;33001
120;115;495451
120;116;27501
120;117;33001
120;118;77003
120;119;1186249
120;120;44001
120;121;55002
120;122;27501
119;110;16501
119;111;22001
119;112;22001
119;113;113648
119;114;27501
119;115;27501
119;116;55002
119;117;22001
119;118;27501
119;119;27501
119;120;38501
119;121;33001
119;122;11000
119;123;33001
118;110;5500
118;111;22001
118;112;44001
118;113;33001
118;114;166290
118;115;33001
118;116;44001
118;117;66002
118;118;11000
118;119;11000
118;120;66002
118;121;38501
118;122;5500
118;123;27501
118;124;5500
117;111;33001
117;112;27501
117;113;199239
117;114;110004
117;115;261446
117;116;55002
117;117;60502
117;118;71502
117;119;44001
117;120;55002
117;121;537029
117;122;22001
117;123;5500
117;124;288590
117;125;22001
116;112;5500
116;113;22001
116;114;544113
116;115;66002
116;116;49502
116;117;27501
116;118;27501
116;119;130855
116;120;49502
116;121;145598
116;124;16501
116;125;33001
116;126;16501
115;111;5500
115;113;27501
115;114;129359
115;115;443272
115;116;38501
115;117;27501
115;118;5500
115;119;33001
115;120;27501
115;121;22001
115;122;11000
114;112;5500
114;113;16501
114;114;540960
114;115;44001
114;116;22001
114;117;11000
114;118;33001
114;119;27501
114;120;5500
114;121;5500
113;112;5500
113;113;16501
113;114;11000
113;115;55002
113;116;22001
113;117;22001
113;118;16501
112;113;11000
112;114;38501
112;115;16501
112;116;44001
112;117;22001
111;113;5500
133;327;1646
132;325;6583
132;326;6583
132;327;82598
132;328;1646
131;325;19750
131;326;37853
131;327;60643
131;328;8229
130;325;8229
130;327;3292
130;328;3292
128;320;4937
128;321;21395
128;322;41145
128;323;51020
128;324;28213
128;325;224521
128;326;46082
128;327;9875
127;320;64186
127;321;36208
127;322;54311
127;323;93224
127;324;75707
127;325;1982694
127;326;31270
127;327;41145
127;328;29624
127;329;24687
126;319;1646
126;320;55957
126;321;27979
126;322;37853
126;323;198809
126;324;93457
126;325;65832
126;326;123672
126;327;46082
126;328;27979
126;329;49374
126;330;8229
125;316;9875
125;317;18104
125;318;55957
125;319;55957
125;320;42791
125;321;11521
125;322;34562
125;323;31270
125;324;34562
125;325;26333
125;326;34562
125;327;92514
125;328;27979
125;329;296314
125;330;36208
124;295;19750
124;296;34562
124;297;11521
